run,split,level,n,n_pos,n_neg,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,mcc,roc_auc,average_precision,signal_mode,ica_keep_labels,brain_ic_min_gof,brain_ic_use_dipoles,model,seed,overrides,path
winlen0.5min_seed4,test,subject,41,21,20,0.6829268292682927,0.6845238095238095,0.6190476190476191,0.75,0.7222222222222222,0.6666666666666666,0.3717122573986995,0.8238095238095238,0.8445312320944098,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,4,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=0.5; data.max_windows_per_subject=20; data.seed=4; output_dir=logs/train/window_length/runs/winlen0.5min_seed4,logs/train/window_length/runs/winlen0.5min_seed4
winlen1min_seed0,train,window,3150,1560,1590,0.8638095238095238,0.8637699564586357,0.8596153846153847,0.8679245283018868,0.8646034816247582,0.8621022179363549,0.7275913952618949,0.9398790517658442,0.9394675114577012,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,0,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=1; data.max_windows_per_subject=20; data.seed=0; output_dir=logs/train/window_length/runs/winlen1min_seed0,logs/train/window_length/runs/winlen1min_seed0
winlen1min_seed0,train,subject,158,78,80,0.9430379746835444,0.9434294871794872,0.9743589743589745,0.9125,0.9156626506024096,0.9440993788819876,0.8879268362441244,0.9870192307692308,0.9863269385023328,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,0,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=1; data.max_windows_per_subject=20; data.seed=0; output_dir=logs/train/window_length/runs/winlen1min_seed0,logs/train/window_length/runs/winlen1min_seed0
winlen1min_seed0,test,window,815,420,395,0.660122699386503,0.6613471971066908,0.6214285714285714,0.7012658227848101,0.6886543535620053,0.6533166458072591,0.3233342898970765,0.7048704038577457,0.7274460881676648,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,0,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=1; data.max_windows_per_subject=20; data.seed=0; output_dir=logs/train/window_length/runs/winlen1min_seed0,logs/train/window_length/runs/winlen1min_seed0
winlen1min_seed0,test,subject,41,21,20,0.7560975609756098,0.7571428571428571,0.7142857142857143,0.8,0.7894736842105263,0.75,0.5155145946859746,0.7857142857142857,0.7919924856801095,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,0,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=1; data.max_windows_per_subject=20; data.seed=0; output_dir=logs/train/window_length/runs/winlen1min_seed0,logs/train/window_length/runs/winlen1min_seed0
winlen1min_seed1,train,window,3147,1560,1587,0.8624086431522084,0.8623085405457807,0.8506410256410256,0.8739760554505356,0.8690242305173543,0.8597343699384515,0.7249070175523208,0.9410906726124116,0.938771708583748,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,1,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=1; data.max_windows_per_subject=20; data.seed=1; output_dir=logs/train/window_length/runs/winlen1min_seed1,logs/train/window_length/runs/winlen1min_seed1
winlen1min_seed1,train,subject,158,78,80,0.930379746835443,0.9302884615384616,0.9230769230769232,0.9375,0.935064935064935,0.9290322580645162,0.8607838671518337,0.9884615384615384,0.9890840356707796,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,1,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=1; data.max_windows_per_subject=20; data.seed=1; output_dir=logs/train/window_length/runs/winlen1min_seed1,logs/train/window_length/runs/winlen1min_seed1
winlen1min_seed1,test,window,818,420,398,0.6014669926650367,0.6022972002871501,0.5714285714285714,0.6331658291457286,0.6217616580310881,0.5955334987593052,0.2048445430539829,0.6640344580043072,0.696137653332394,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,1,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=1; data.max_windows_per_subject=20; data.seed=1; output_dir=logs/train/window_length/runs/winlen1min_seed1,logs/train/window_length/runs/winlen1min_seed1
winlen1min_seed1,test,subject,41,21,20,0.6097560975609756,0.6107142857142858,0.5714285714285714,0.65,0.631578947368421,0.6,0.2219576727120168,0.7333333333333334,0.7556182832769316,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,1,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=1; data.max_windows_per_subject=20; data.seed=1; output_dir=logs/train/window_length/runs/winlen1min_seed1,logs/train/window_length/runs/winlen1min_seed1
winlen1min_seed2,train,window,3147,1560,1587,0.8544645694312043,0.8544102321748824,0.8480769230769231,0.8607435412728418,0.8568652849740933,0.8524484536082474,0.7089189751153073,0.9343984780185156,0.9309810649169792,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,2,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=1; data.max_windows_per_subject=20; data.seed=2; output_dir=logs/train/window_length/runs/winlen1min_seed2,logs/train/window_length/runs/winlen1min_seed2
winlen1min_seed2,train,subject,158,78,80,0.9493670886075948,0.9495192307692308,0.9615384615384616,0.9375,0.9375,0.9493670886075948,0.8990384615384616,0.9895833333333334,0.9892663735125592,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,2,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=1; data.max_windows_per_subject=20; data.seed=2; output_dir=logs/train/window_length/runs/winlen1min_seed2,logs/train/window_length/runs/winlen1min_seed2
winlen1min_seed2,test,window,818,420,398,0.6894865525672371,0.6885379277339077,0.7238095238095238,0.6532663316582915,0.6877828054298643,0.7053364269141531,0.3781724168635624,0.7716738454175639,0.7537970924626839,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,2,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=1; data.max_windows_per_subject=20; data.seed=2; output_dir=logs/train/window_length/runs/winlen1min_seed2,logs/train/window_length/runs/winlen1min_seed2
winlen1min_seed2,test,subject,41,21,20,0.7560975609756098,0.7559523809523809,0.7619047619047619,0.75,0.7619047619047619,0.7619047619047619,0.5119047619047619,0.8333333333333334,0.8204491744939411,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,2,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=1; data.max_windows_per_subject=20; data.seed=2; output_dir=logs/train/window_length/runs/winlen1min_seed2,logs/train/window_length/runs/winlen1min_seed2
winlen1min_seed3,train,window,3148,1560,1588,0.8589580686149937,0.8588112768843248,0.8423076923076923,0.8753148614609572,0.8690476190476191,0.85546875,0.718151517373986,0.9374531744493962,0.9357556855381052,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,3,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=1; data.max_windows_per_subject=20; data.seed=3; output_dir=logs/train/window_length/runs/winlen1min_seed3,logs/train/window_length/runs/winlen1min_seed3
winlen1min_seed3,train,subject,158,78,80,0.9493670886075948,0.9495192307692308,0.9615384615384616,0.9375,0.9375,0.9493670886075948,0.8990384615384616,0.9868589743589744,0.9860424850772638,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,3,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=1; data.max_windows_per_subject=20; data.seed=3; output_dir=logs/train/window_length/runs/winlen1min_seed3,logs/train/window_length/runs/winlen1min_seed3
winlen1min_seed3,test,window,817,420,397,0.6254589963280294,0.6259895645915796,0.6071428571428571,0.6448362720403022,0.6439393939393939,0.625,0.2519972656591741,0.6851805205709487,0.6882557606403475,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,3,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=1; data.max_windows_per_subject=20; data.seed=3; output_dir=logs/train/window_length/runs/winlen1min_seed3,logs/train/window_length/runs/winlen1min_seed3
winlen1min_seed3,test,subject,41,21,20,0.7560975609756098,0.7559523809523809,0.7619047619047619,0.75,0.7619047619047619,0.7619047619047619,0.5119047619047619,0.7523809523809524,0.7612149773350927,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,3,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=1; data.max_windows_per_subject=20; data.seed=3; output_dir=logs/train/window_length/runs/winlen1min_seed3,logs/train/window_length/runs/winlen1min_seed3
winlen1min_seed4,train,window,3153,1560,1593,0.8696479543292103,0.8694510840697282,0.8506410256410256,0.8882611424984307,0.8817275747508305,0.865905383360522,0.7396227724924999,0.9405025190335924,0.94089982826457,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,4,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=1; data.max_windows_per_subject=20; data.seed=4; output_dir=logs/train/window_length/runs/winlen1min_seed4,logs/train/window_length/runs/winlen1min_seed4
winlen1min_seed4,train,subject,158,78,80,0.9367088607594936,0.9370192307692308,0.9615384615384616,0.9125,0.9146341463414634,0.9375,0.8745992819115582,0.991025641025641,0.9905807306746168,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,4,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=1; data.max_windows_per_subject=20; data.seed=4; output_dir=logs/train/window_length/runs/winlen1min_seed4,logs/train/window_length/runs/winlen1min_seed4
winlen1min_seed4,test,window,812,420,392,0.5862068965517241,0.5851190476190476,0.6166666666666667,0.5535714285714286,0.5967741935483871,0.6065573770491803,0.1705429085443781,0.6245748299319729,0.641288314602074,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,4,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=1; data.max_windows_per_subject=20; data.seed=4; output_dir=logs/train/window_length/runs/winlen1min_seed4,logs/train/window_length/runs/winlen1min_seed4
winlen1min_seed4,test,subject,41,21,20,0.6829268292682927,0.6821428571428572,0.7142857142857143,0.65,0.6818181818181818,0.6976744186046512,0.3651561712358987,0.6547619047619048,0.7054626592034612,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,4,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=1; data.max_windows_per_subject=20; data.seed=4; output_dir=logs/train/window_length/runs/winlen1min_seed4,logs/train/window_length/runs/winlen1min_seed4
winlen2min_seed0,train,window,2503,1374,1129,0.8645625249700359,0.8664505823060946,0.8471615720524017,0.8857395925597874,0.9002320185614849,0.8728908886389202,0.7297830993116794,0.9390702699636292,0.9510780382521904,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,0,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=2; data.max_windows_per_subject=20; data.seed=0; output_dir=logs/train/window_length/runs/winlen2min_seed0,logs/train/window_length/runs/winlen2min_seed0
winlen2min_seed0,train,subject,158,78,80,0.9113924050632912,0.9113782051282052,0.9102564102564102,0.9125,0.9102564102564102,0.9102564102564102,0.8227564102564102,0.9769230769230768,0.9748743377585436,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,0,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=2; data.max_windows_per_subject=20; data.seed=0; output_dir=logs/train/window_length/runs/winlen2min_seed0,logs/train/window_length/runs/winlen2min_seed0
winlen2min_seed0,test,window,682,392,290,0.6290322580645161,0.6261523574947221,0.6454081632653061,0.6068965517241379,0.6893732970027248,0.6666666666666666,0.2501952671146705,0.6764162561576355,0.7392920538110832,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,0,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=2; data.max_windows_per_subject=20; data.seed=0; output_dir=logs/train/window_length/runs/winlen2min_seed0,logs/train/window_length/runs/winlen2min_seed0
winlen2min_seed0,test,subject,41,21,20,0.6341463414634146,0.6321428571428571,0.7142857142857143,0.55,0.625,0.6666666666666666,0.2681441039892574,0.7714285714285715,0.7807517096661398,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,0,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=2; data.max_windows_per_subject=20; data.seed=0; output_dir=logs/train/window_length/runs/winlen2min_seed0,logs/train/window_length/runs/winlen2min_seed0
winlen2min_seed1,train,window,2504,1394,1110,0.8638178913738019,0.8639245414711699,0.8629842180774749,0.8648648648648649,0.8891352549889135,0.8758645795413178,0.7255171039355952,0.9384834619411376,0.9519914513955636,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,1,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=2; data.max_windows_per_subject=20; data.seed=1; output_dir=logs/train/window_length/runs/winlen2min_seed1,logs/train/window_length/runs/winlen2min_seed1
winlen2min_seed1,train,subject,158,78,80,0.9367088607594936,0.9368589743589744,0.9487179487179488,0.925,0.925,0.9367088607594936,0.8737179487179487,0.9836538461538462,0.9834108749854552,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,1,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=2; data.max_windows_per_subject=20; data.seed=1; output_dir=logs/train/window_length/runs/winlen2min_seed1,logs/train/window_length/runs/winlen2min_seed1
winlen2min_seed1,test,window,681,372,309,0.657856093979442,0.6555877440233845,0.6801075268817204,0.6310679611650486,0.6893732970027248,0.6847090663058186,0.3107837000229286,0.6968368305668651,0.6961087145674989,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,1,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=2; data.max_windows_per_subject=20; data.seed=1; output_dir=logs/train/window_length/runs/winlen2min_seed1,logs/train/window_length/runs/winlen2min_seed1
winlen2min_seed1,test,subject,41,21,20,0.6829268292682927,0.6833333333333333,0.6666666666666666,0.7,0.7,0.6829268292682927,0.3666666666666666,0.7595238095238095,0.755570994595798,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,1,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=2; data.max_windows_per_subject=20; data.seed=1; output_dir=logs/train/window_length/runs/winlen2min_seed1,logs/train/window_length/runs/winlen2min_seed1
winlen2min_seed2,train,window,2502,1392,1110,0.9320543565147882,0.9341915191053124,0.9152298850574712,0.9531531531531532,0.9607843137254902,0.9374540103016924,0.8644044939822124,0.979434607020814,0.984740268816584,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,2,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=2; data.max_windows_per_subject=20; data.seed=2; output_dir=logs/train/window_length/runs/winlen2min_seed2,logs/train/window_length/runs/winlen2min_seed2
winlen2min_seed2,train,subject,158,78,80,0.9873417721518988,0.9873397435897436,0.9871794871794872,0.9875,0.9871794871794872,0.9871794871794872,0.9746794871794872,0.9998397435897436,0.9998377150275884,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,2,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=2; data.max_windows_per_subject=20; data.seed=2; output_dir=logs/train/window_length/runs/winlen2min_seed2,logs/train/window_length/runs/winlen2min_seed2
winlen2min_seed2,test,window,683,374,309,0.6852122986822841,0.686131734247097,0.6764705882352942,0.6957928802588996,0.729106628242075,0.7018030513176144,0.3706219051729257,0.7520724088399702,0.763746718266052,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,2,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=2; data.max_windows_per_subject=20; data.seed=2; output_dir=logs/train/window_length/runs/winlen2min_seed2,logs/train/window_length/runs/winlen2min_seed2
winlen2min_seed2,test,subject,41,21,20,0.7073170731707317,0.7071428571428571,0.7142857142857143,0.7,0.7142857142857143,0.7142857142857143,0.4142857142857143,0.7952380952380953,0.8218466107056752,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,2,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=2; data.max_windows_per_subject=20; data.seed=2; output_dir=logs/train/window_length/runs/winlen2min_seed2,logs/train/window_length/runs/winlen2min_seed2
winlen2min_seed3,train,window,2521,1405,1116,0.8556128520428401,0.8566391152948379,0.8476868327402135,0.8655913978494624,0.8881431767337807,0.8674435542607429,0.7100253200992129,0.9368403933723646,0.947307654398778,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,3,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=2; data.max_windows_per_subject=20; data.seed=3; output_dir=logs/train/window_length/runs/winlen2min_seed3,logs/train/window_length/runs/winlen2min_seed3
winlen2min_seed3,train,subject,158,78,80,0.9050632911392406,0.9051282051282052,0.9102564102564102,0.9,0.8987341772151899,0.9044585987261148,0.8101914936669333,0.9761217948717948,0.9762545190939518,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,3,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=2; data.max_windows_per_subject=20; data.seed=3; output_dir=logs/train/window_length/runs/winlen2min_seed3,logs/train/window_length/runs/winlen2min_seed3
winlen2min_seed3,test,window,664,361,303,0.6686746987951807,0.6648016602214237,0.7091412742382271,0.6204620462046204,0.6900269541778976,0.6994535519125683,0.3306326426968101,0.7616082937933683,0.7776997222926405,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,3,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=2; data.max_windows_per_subject=20; data.seed=3; output_dir=logs/train/window_length/runs/winlen2min_seed3,logs/train/window_length/runs/winlen2min_seed3
winlen2min_seed3,test,subject,41,21,20,0.7073170731707317,0.7059523809523809,0.7619047619047619,0.65,0.6956521739130435,0.7272727272727273,0.4148788421288711,0.7928571428571428,0.8230039509976486,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,3,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=2; data.max_windows_per_subject=20; data.seed=3; output_dir=logs/train/window_length/runs/winlen2min_seed3,logs/train/window_length/runs/winlen2min_seed3
