run,split,level,n,n_pos,n_neg,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,mcc,roc_auc,average_precision,signal_mode,ica_keep_labels,brain_ic_min_gof,brain_ic_use_dipoles,model,seed,overrides,path
winlen2min_seed4,train,window,2536,1374,1162,0.9988170347003156,0.9989082969432316,0.9978165938864628,1.0,1.0,0.9989071038251366,0.9976207240706956,0.9999943629790528,0.9999952572677951,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,4,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=2; data.max_windows_per_subject=20; data.seed=4; output_dir=logs/train/window_length/runs/winlen2min_seed4,logs/train/window_length/runs/winlen2min_seed4
winlen2min_seed4,train,subject,158,78,80,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,4,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=2; data.max_windows_per_subject=20; data.seed=4; output_dir=logs/train/window_length/runs/winlen2min_seed4,logs/train/window_length/runs/winlen2min_seed4
winlen2min_seed4,test,window,649,392,257,0.6317411402157165,0.6087211149051059,0.7193877551020408,0.4980544747081712,0.6861313868613139,0.7023661270236613,0.220670408359954,0.6418049710156436,0.7249003424587842,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,4,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=2; data.max_windows_per_subject=20; data.seed=4; output_dir=logs/train/window_length/runs/winlen2min_seed4,logs/train/window_length/runs/winlen2min_seed4
winlen2min_seed4,test,subject,41,21,20,0.7804878048780488,0.7773809523809524,0.9047619047619048,0.65,0.7307692307692307,0.8085106382978723,0.575703635940122,0.7952380952380952,0.774851719287537,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,4,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=2; data.max_windows_per_subject=20; data.seed=4; output_dir=logs/train/window_length/runs/winlen2min_seed4,logs/train/window_length/runs/winlen2min_seed4
winlen5min_seed0,train,window,1691,1072,619,0.8551153163808397,0.8628580642827864,0.8339552238805971,0.8917609046849758,0.9302809573361084,0.8794884407279882,0.7058076616672502,0.9354971909435056,0.9630993307501132,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,0,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=5; data.max_windows_per_subject=20; data.seed=0; output_dir=logs/train/window_length/runs/winlen5min_seed0,logs/train/window_length/runs/winlen5min_seed0
winlen5min_seed0,train,subject,158,78,80,0.8734177215189873,0.8732371794871794,0.8589743589743589,0.8875,0.881578947368421,0.8701298701298701,0.7469533287759513,0.9512820512820512,0.9557138211405848,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,0,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=5; data.max_windows_per_subject=20; data.seed=0; output_dir=logs/train/window_length/runs/winlen5min_seed0,logs/train/window_length/runs/winlen5min_seed0
winlen5min_seed0,test,window,375,250,125,0.6693333333333333,0.6819999999999999,0.644,0.72,0.8214285714285714,0.7219730941704036,0.3435356746780984,0.7681600000000001,0.8671096706784142,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,0,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=5; data.max_windows_per_subject=20; data.seed=0; output_dir=logs/train/window_length/runs/winlen5min_seed0,logs/train/window_length/runs/winlen5min_seed0
winlen5min_seed0,test,subject,41,21,20,0.6585365853658537,0.6595238095238095,0.6190476190476191,0.7,0.6842105263157895,0.65,0.3198099800366694,0.7452380952380953,0.7564577686268297,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,0,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=5; data.max_windows_per_subject=20; data.seed=0; output_dir=logs/train/window_length/runs/winlen5min_seed0,logs/train/window_length/runs/winlen5min_seed0
winlen5min_seed1,train,window,1653,1034,619,0.8638838475499092,0.8668845676716985,0.8549323017408124,0.8788368336025848,0.921793534932221,0.8871048670346212,0.7195748818935621,0.9386622211528548,0.9629256109609532,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,1,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=5; data.max_windows_per_subject=20; data.seed=1; output_dir=logs/train/window_length/runs/winlen5min_seed1,logs/train/window_length/runs/winlen5min_seed1
winlen5min_seed1,train,subject,158,78,80,0.879746835443038,0.8798076923076923,0.8846153846153846,0.875,0.8734177215189873,0.8789808917197452,0.75955452531275,0.941025641025641,0.9460127210317116,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,1,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=5; data.max_windows_per_subject=20; data.seed=1; output_dir=logs/train/window_length/runs/winlen5min_seed1,logs/train/window_length/runs/winlen5min_seed1
winlen5min_seed1,test,window,413,288,125,0.6852300242130751,0.6543194444444445,0.7326388888888888,0.576,0.7992424242424242,0.7644927536231884,0.2952614849239066,0.7439166666666667,0.8819480436510466,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,1,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=5; data.max_windows_per_subject=20; data.seed=1; output_dir=logs/train/window_length/runs/winlen5min_seed1,logs/train/window_length/runs/winlen5min_seed1
winlen5min_seed1,test,subject,41,21,20,0.6585365853658537,0.655952380952381,0.7619047619047619,0.55,0.64,0.6956521739130435,0.3196072738906446,0.7642857142857142,0.8065481640235335,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,1,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=5; data.max_windows_per_subject=20; data.seed=1; output_dir=logs/train/window_length/runs/winlen5min_seed1,logs/train/window_length/runs/winlen5min_seed1
winlen5min_seed2,train,window,1610,1052,558,0.8583850931677018,0.867230194747673,0.8384030418250951,0.8960573476702509,0.9382978723404256,0.8855421686746988,0.7090747489274782,0.939947122395301,0.967677561539821,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,2,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=5; data.max_windows_per_subject=20; data.seed=2; output_dir=logs/train/window_length/runs/winlen5min_seed2,logs/train/window_length/runs/winlen5min_seed2
winlen5min_seed2,train,subject,158,78,80,0.8860759493670886,0.8857371794871794,0.8589743589743589,0.9125,0.9054054054054054,0.881578947368421,0.7729622569023993,0.9652243589743588,0.9661200685134512,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,2,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=5; data.max_windows_per_subject=20; data.seed=2; output_dir=logs/train/window_length/runs/winlen5min_seed2,logs/train/window_length/runs/winlen5min_seed2
winlen5min_seed2,test,window,456,270,186,0.6864035087719298,0.6682795698924732,0.7666666666666667,0.5698924731182796,0.7212543554006968,0.7432675044883303,0.342464408114794,0.6957785742731978,0.7171462800767607,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,2,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=5; data.max_windows_per_subject=20; data.seed=2; output_dir=logs/train/window_length/runs/winlen5min_seed2,logs/train/window_length/runs/winlen5min_seed2
winlen5min_seed2,test,subject,41,21,20,0.6585365853658537,0.6571428571428571,0.7142857142857143,0.6,0.6521739130434783,0.6818181818181818,0.3165549546879248,0.7428571428571428,0.7326369123281802,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,2,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=5; data.max_windows_per_subject=20; data.seed=2; output_dir=logs/train/window_length/runs/winlen5min_seed2,logs/train/window_length/runs/winlen5min_seed2
winlen5min_seed3,train,window,1655,1049,606,0.8688821752265861,0.8732228084581576,0.8570066730219257,0.8894389438943895,0.9306418219461696,0.8923076923076924,0.7294979138036655,0.9428986273269844,0.9652715838503716,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,3,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=5; data.max_windows_per_subject=20; data.seed=3; output_dir=logs/train/window_length/runs/winlen5min_seed3,logs/train/window_length/runs/winlen5min_seed3
winlen5min_seed3,train,subject,158,78,80,0.8544303797468354,0.8546474358974359,0.8717948717948718,0.8375,0.8395061728395061,0.8553459119496856,0.7094654368741186,0.9407051282051284,0.9431549267425112,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,3,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=5; data.max_windows_per_subject=20; data.seed=3; output_dir=logs/train/window_length/runs/winlen5min_seed3,logs/train/window_length/runs/winlen5min_seed3
winlen5min_seed3,test,window,411,273,138,0.6739659367396593,0.6775362318840579,0.6666666666666666,0.6884057971014492,0.8088888888888889,0.7309236947791165,0.3368915586501852,0.7094547964113183,0.8483243473475164,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,3,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=5; data.max_windows_per_subject=20; data.seed=3; output_dir=logs/train/window_length/runs/winlen5min_seed3,logs/train/window_length/runs/winlen5min_seed3
winlen5min_seed3,test,subject,41,21,20,0.6829268292682927,0.6845238095238095,0.6190476190476191,0.75,0.7222222222222222,0.6666666666666666,0.3717122573986995,0.7928571428571429,0.8123637009159639,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,3,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=5; data.max_windows_per_subject=20; data.seed=3; output_dir=logs/train/window_length/runs/winlen5min_seed3,logs/train/window_length/runs/winlen5min_seed3
winlen5min_seed4,train,window,1651,1058,593,0.8643246517262265,0.8693109911793865,0.8516068052930057,0.8870151770657673,0.930785123966942,0.8894373149062191,0.7195224992099857,0.9421145245252583,0.965703834196955,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,4,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=5; data.max_windows_per_subject=20; data.seed=4; output_dir=logs/train/window_length/runs/winlen5min_seed4,logs/train/window_length/runs/winlen5min_seed4
winlen5min_seed4,train,subject,158,78,80,0.8734177215189873,0.8733974358974359,0.8717948717948718,0.875,0.8717948717948718,0.8717948717948718,0.7467948717948718,0.9509615384615384,0.952994746177563,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,4,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=5; data.max_windows_per_subject=20; data.seed=4; output_dir=logs/train/window_length/runs/winlen5min_seed4,logs/train/window_length/runs/winlen5min_seed4
winlen5min_seed4,test,window,415,264,151,0.7325301204819277,0.7231587397150311,0.7575757575757576,0.6887417218543046,0.8097165991902834,0.7827788649706457,0.4374528147740528,0.7910646197070038,0.8674304767544633,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,4,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=5; data.max_windows_per_subject=20; data.seed=4; output_dir=logs/train/window_length/runs/winlen5min_seed4,logs/train/window_length/runs/winlen5min_seed4
winlen5min_seed4,test,subject,41,21,20,0.7073170731707317,0.7059523809523809,0.7619047619047619,0.65,0.6956521739130435,0.7272727272727273,0.4148788421288711,0.8047619047619048,0.817532882255831,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,4,data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=5; data.max_windows_per_subject=20; data.seed=4; output_dir=logs/train/window_length/runs/winlen5min_seed4,logs/train/window_length/runs/winlen5min_seed4
