run,split,level,n,n_pos,n_neg,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,mcc,roc_auc,average_precision,signal_mode,ica_keep_labels,brain_ic_min_gof,brain_ic_use_dipoles,model,seed,overrides,path
cap40_seed0,test,subject,41,21,20,0.6341463414634146,0.6297619047619047,0.8095238095238095,0.45,0.6071428571428571,0.6938775510204082,0.2787732902510649,0.7214285714285714,0.6871569390630501,ica_clean,"['brain', 'other']",0.0,True,LogisticRegressionCV,0,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=ica_clean; data.ica_keep_labels=[brain,other]; data.bipolar=true; data.filter_freq=[1,100]; data.notch_freqs=[60]; data.max_windows_per_subject=40; data.seed=0; output_dir=logs/train/icaclean_bipolar/runs/cap40_seed0",logs/train/icaclean_bipolar/runs/cap40_seed0
cap40_seed1,train,window,2323,1538,785,0.972449418854929,0.977634532397936,0.9616384915474644,0.9936305732484076,0.9966307277628031,0.9788219722038384,0.9406775494174138,0.9982705639717392,0.9991812631834324,ica_clean,"['brain', 'other']",0.0,True,LogisticRegressionCV,1,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=ica_clean; data.ica_keep_labels=[brain,other]; data.bipolar=true; data.filter_freq=[1,100]; data.notch_freqs=[60]; data.max_windows_per_subject=40; data.seed=1; output_dir=logs/train/icaclean_bipolar/runs/cap40_seed1",logs/train/icaclean_bipolar/runs/cap40_seed1
cap40_seed1,train,subject,158,78,80,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,ica_clean,"['brain', 'other']",0.0,True,LogisticRegressionCV,1,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=ica_clean; data.ica_keep_labels=[brain,other]; data.bipolar=true; data.filter_freq=[1,100]; data.notch_freqs=[60]; data.max_windows_per_subject=40; data.seed=1; output_dir=logs/train/icaclean_bipolar/runs/cap40_seed1",logs/train/icaclean_bipolar/runs/cap40_seed1
cap40_seed1,test,window,588,463,125,0.7380952380952381,0.652647948164147,0.8012958963282938,0.504,0.8568129330254042,0.828125,0.2835023554059866,0.7448984881209504,0.9150414115566564,ica_clean,"['brain', 'other']",0.0,True,LogisticRegressionCV,1,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=ica_clean; data.ica_keep_labels=[brain,other]; data.bipolar=true; data.filter_freq=[1,100]; data.notch_freqs=[60]; data.max_windows_per_subject=40; data.seed=1; output_dir=logs/train/icaclean_bipolar/runs/cap40_seed1",logs/train/icaclean_bipolar/runs/cap40_seed1
cap40_seed1,test,subject,41,21,20,0.6829268292682927,0.6797619047619048,0.8095238095238095,0.55,0.6538461538461539,0.723404255319149,0.3730954893860876,0.7976190476190477,0.8227532267670694,ica_clean,"['brain', 'other']",0.0,True,LogisticRegressionCV,1,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=ica_clean; data.ica_keep_labels=[brain,other]; data.bipolar=true; data.filter_freq=[1,100]; data.notch_freqs=[60]; data.max_windows_per_subject=40; data.seed=1; output_dir=logs/train/icaclean_bipolar/runs/cap40_seed1",logs/train/icaclean_bipolar/runs/cap40_seed1
cap40_seed2,train,window,2221,1568,653,0.9986492570914004,0.9990433673469388,0.9980867346938777,1.0,1.0,0.999042451324609,0.9967558947159882,1.0,1.0,ica_clean,"['brain', 'other']",0.0,True,LogisticRegressionCV,2,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=ica_clean; data.ica_keep_labels=[brain,other]; data.bipolar=true; data.filter_freq=[1,100]; data.notch_freqs=[60]; data.max_windows_per_subject=40; data.seed=2; output_dir=logs/train/icaclean_bipolar/runs/cap40_seed2",logs/train/icaclean_bipolar/runs/cap40_seed2
cap40_seed2,train,subject,158,78,80,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,ica_clean,"['brain', 'other']",0.0,True,LogisticRegressionCV,2,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=ica_clean; data.ica_keep_labels=[brain,other]; data.bipolar=true; data.filter_freq=[1,100]; data.notch_freqs=[60]; data.max_windows_per_subject=40; data.seed=2; output_dir=logs/train/icaclean_bipolar/runs/cap40_seed2",logs/train/icaclean_bipolar/runs/cap40_seed2
cap40_seed2,test,window,690,433,257,0.6347826086956522,0.5769448513223281,0.8036951501154734,0.3501945525291828,0.6757281553398058,0.7341772151898734,0.1710005201601205,0.6165742579595798,0.6937539216973867,ica_clean,"['brain', 'other']",0.0,True,LogisticRegressionCV,2,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=ica_clean; data.ica_keep_labels=[brain,other]; data.bipolar=true; data.filter_freq=[1,100]; data.notch_freqs=[60]; data.max_windows_per_subject=40; data.seed=2; output_dir=logs/train/icaclean_bipolar/runs/cap40_seed2",logs/train/icaclean_bipolar/runs/cap40_seed2
cap40_seed2,test,subject,41,21,20,0.6341463414634146,0.6297619047619047,0.8095238095238095,0.45,0.6071428571428571,0.6938775510204082,0.2787732902510649,0.6285714285714286,0.6082483490176912,ica_clean,"['brain', 'other']",0.0,True,LogisticRegressionCV,2,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=ica_clean; data.ica_keep_labels=[brain,other]; data.bipolar=true; data.filter_freq=[1,100]; data.notch_freqs=[60]; data.max_windows_per_subject=40; data.seed=2; output_dir=logs/train/icaclean_bipolar/runs/cap40_seed2",logs/train/icaclean_bipolar/runs/cap40_seed2
cap40_seed3,train,window,2356,1585,771,0.9100169779286928,0.9121408142974629,0.905993690851735,0.9182879377431906,0.9579719813208806,0.9312581063553826,0.8039447720807731,0.9725539775865666,0.9872714117346576,ica_clean,"['brain', 'other']",0.0,True,LogisticRegressionCV,3,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=ica_clean; data.ica_keep_labels=[brain,other]; data.bipolar=true; data.filter_freq=[1,100]; data.notch_freqs=[60]; data.max_windows_per_subject=40; data.seed=3; output_dir=logs/train/icaclean_bipolar/runs/cap40_seed3",logs/train/icaclean_bipolar/runs/cap40_seed3
cap40_seed3,train,subject,158,78,80,0.9240506329113924,0.9238782051282052,0.9102564102564102,0.9375,0.9342105263157896,0.922077922077922,0.8483003669439206,0.9806089743589744,0.9831160463034002,ica_clean,"['brain', 'other']",0.0,True,LogisticRegressionCV,3,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=ica_clean; data.ica_keep_labels=[brain,other]; data.bipolar=true; data.filter_freq=[1,100]; data.notch_freqs=[60]; data.max_windows_per_subject=40; data.seed=3; output_dir=logs/train/icaclean_bipolar/runs/cap40_seed3",logs/train/icaclean_bipolar/runs/cap40_seed3
cap40_seed3,test,window,555,416,139,0.6936936936936937,0.6399851272827892,0.7475961538461539,0.5323741007194245,0.8271276595744681,0.7853535353535354,0.2595048743137878,0.7330001383508579,0.8973011976086696,ica_clean,"['brain', 'other']",0.0,True,LogisticRegressionCV,3,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=ica_clean; data.ica_keep_labels=[brain,other]; data.bipolar=true; data.filter_freq=[1,100]; data.notch_freqs=[60]; data.max_windows_per_subject=40; data.seed=3; output_dir=logs/train/icaclean_bipolar/runs/cap40_seed3",logs/train/icaclean_bipolar/runs/cap40_seed3
cap40_seed3,test,subject,41,21,20,0.6097560975609756,0.6083333333333334,0.6666666666666666,0.55,0.6086956521739131,0.6363636363636364,0.2182310672469784,0.7357142857142858,0.7731473078322175,ica_clean,"['brain', 'other']",0.0,True,LogisticRegressionCV,3,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=ica_clean; data.ica_keep_labels=[brain,other]; data.bipolar=true; data.filter_freq=[1,100]; data.notch_freqs=[60]; data.max_windows_per_subject=40; data.seed=3; output_dir=logs/train/icaclean_bipolar/runs/cap40_seed3",logs/train/icaclean_bipolar/runs/cap40_seed3
cap40_seed4,train,window,2292,1567,725,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,ica_clean,"['brain', 'other']",0.0,True,LogisticRegressionCV,4,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=ica_clean; data.ica_keep_labels=[brain,other]; data.bipolar=true; data.filter_freq=[1,100]; data.notch_freqs=[60]; data.max_windows_per_subject=40; data.seed=4; output_dir=logs/train/icaclean_bipolar/runs/cap40_seed4",logs/train/icaclean_bipolar/runs/cap40_seed4
cap40_seed4,train,subject,158,78,80,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,ica_clean,"['brain', 'other']",0.0,True,LogisticRegressionCV,4,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=ica_clean; data.ica_keep_labels=[brain,other]; data.bipolar=true; data.filter_freq=[1,100]; data.notch_freqs=[60]; data.max_windows_per_subject=40; data.seed=4; output_dir=logs/train/icaclean_bipolar/runs/cap40_seed4",logs/train/icaclean_bipolar/runs/cap40_seed4
cap40_seed4,test,window,619,434,185,0.7140549273021002,0.656526342010213,0.7995391705069125,0.5135135135135135,0.7940503432494279,0.7967853042479908,0.3145370057100446,0.7171378752023914,0.8321934938205076,ica_clean,"['brain', 'other']",0.0,True,LogisticRegressionCV,4,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=ica_clean; data.ica_keep_labels=[brain,other]; data.bipolar=true; data.filter_freq=[1,100]; data.notch_freqs=[60]; data.max_windows_per_subject=40; data.seed=4; output_dir=logs/train/icaclean_bipolar/runs/cap40_seed4",logs/train/icaclean_bipolar/runs/cap40_seed4
cap40_seed4,test,subject,41,21,20,0.6829268292682927,0.6773809523809524,0.9047619047619048,0.45,0.6333333333333333,0.7450980392156863,0.4002254054659389,0.7642857142857142,0.7683691695206736,ica_clean,"['brain', 'other']",0.0,True,LogisticRegressionCV,4,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=ica_clean; data.ica_keep_labels=[brain,other]; data.bipolar=true; data.filter_freq=[1,100]; data.notch_freqs=[60]; data.max_windows_per_subject=40; data.seed=4; output_dir=logs/train/icaclean_bipolar/runs/cap40_seed4",logs/train/icaclean_bipolar/runs/cap40_seed4
