run,split,level,n,n_pos,n_neg,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,mcc,roc_auc,average_precision,signal_mode,ica_keep_labels,brain_ic_min_gof,brain_ic_use_dipoles,model,seed,overrides,path
winlen0.5min_seed3,test,window,820,420,400,0.7109756097560975,0.70875,0.8,0.6175,0.6871165644171779,0.7392739273927392,0.4253463341945618,0.7561904761904762,0.7380049914389426,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,3,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=0.5; data.max_windows_per_subject=20; data.seed=3; output_dir=logs/train/window_length_notch/runs/winlen0.5min_seed3; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen0.5min_seed3
winlen0.5min_seed3,test,subject,41,21,20,0.7804878048780488,0.7785714285714285,0.8571428571428571,0.7,0.75,0.8,0.5652767597611372,0.8166666666666668,0.7942811950294693,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,3,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=0.5; data.max_windows_per_subject=20; data.seed=3; output_dir=logs/train/window_length_notch/runs/winlen0.5min_seed3; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen0.5min_seed3
winlen0.5min_seed4,train,window,3160,1560,1600,0.8775316455696203,0.8774519230769231,0.8711538461538462,0.88375,0.8796116504854369,0.8753623188405797,0.7550286358382543,0.9489863782051284,0.9473287564409671,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,4,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=0.5; data.max_windows_per_subject=20; data.seed=4; output_dir=logs/train/window_length_notch/runs/winlen0.5min_seed4; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen0.5min_seed4
winlen0.5min_seed4,train,subject,158,78,80,0.9620253164556962,0.9623397435897436,0.9871794871794872,0.9375,0.9390243902439024,0.9625,0.9252728009955428,0.99599358974359,0.9960691162911628,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,4,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=0.5; data.max_windows_per_subject=20; data.seed=4; output_dir=logs/train/window_length_notch/runs/winlen0.5min_seed4; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen0.5min_seed4
winlen0.5min_seed4,test,window,820,420,400,0.724390243902439,0.725654761904762,0.6738095238095239,0.7775,0.760752688172043,0.7146464646464646,0.45312566605199,0.8104107142857142,0.7927433522231143,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,4,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=0.5; data.max_windows_per_subject=20; data.seed=4; output_dir=logs/train/window_length_notch/runs/winlen0.5min_seed4; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen0.5min_seed4
winlen0.5min_seed4,test,subject,41,21,20,0.7317073170731707,0.7333333333333334,0.6666666666666666,0.8,0.7777777777777778,0.717948717948718,0.4700361448396459,0.8928571428571429,0.9007118540935501,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,4,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=0.5; data.max_windows_per_subject=20; data.seed=4; output_dir=logs/train/window_length_notch/runs/winlen0.5min_seed4; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen0.5min_seed4
winlen1min_seed0,train,window,3150,1560,1590,0.8841269841269841,0.8840832123850992,0.8794871794871795,0.8886792452830189,0.8857327307940607,0.882598906400772,0.7682362704218817,0.9558655861957748,0.9559640550452376,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,0,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=1; data.max_windows_per_subject=20; data.seed=0; output_dir=logs/train/window_length_notch/runs/winlen1min_seed0; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen1min_seed0
winlen1min_seed0,train,subject,158,78,80,0.9620253164556962,0.9621794871794872,0.9743589743589745,0.95,0.95,0.9620253164556962,0.9243589743589744,0.9967948717948718,0.9967289280098616,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,0,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=1; data.max_windows_per_subject=20; data.seed=0; output_dir=logs/train/window_length_notch/runs/winlen1min_seed0; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen1min_seed0
winlen1min_seed0,test,window,815,420,395,0.6503067484662577,0.6522001205545509,0.5904761904761905,0.7139240506329114,0.6869806094182825,0.6350832266325224,0.3062574468993093,0.7041048824593128,0.7124505309221363,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,0,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=1; data.max_windows_per_subject=20; data.seed=0; output_dir=logs/train/window_length_notch/runs/winlen1min_seed0; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen1min_seed0
winlen1min_seed0,test,subject,41,21,20,0.6829268292682927,0.6845238095238095,0.6190476190476191,0.75,0.7222222222222222,0.6666666666666666,0.3717122573986995,0.7714285714285714,0.7533728556786201,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,0,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=1; data.max_windows_per_subject=20; data.seed=0; output_dir=logs/train/window_length_notch/runs/winlen1min_seed0; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen1min_seed0
winlen1min_seed1,train,window,3147,1560,1587,0.886558627264061,0.8865202850079976,0.882051282051282,0.8909892879647133,0.8883150419625565,0.8851720810550016,0.7731058382777621,0.9534862585429692,0.952427571918586,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,1,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=1; data.max_windows_per_subject=20; data.seed=1; output_dir=logs/train/window_length_notch/runs/winlen1min_seed1; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen1min_seed1
winlen1min_seed1,train,subject,158,78,80,0.9556962025316456,0.9556089743589744,0.9487179487179488,0.9625,0.961038961038961,0.9548387096774194,0.9114370705075096,0.9961538461538462,0.9962040244563476,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,1,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=1; data.max_windows_per_subject=20; data.seed=1; output_dir=logs/train/window_length_notch/runs/winlen1min_seed1; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen1min_seed1
winlen1min_seed1,test,window,818,420,398,0.6051344743276283,0.6056054079923427,0.5880952380952381,0.6231155778894473,0.6221662468513854,0.6046511627906976,0.2112253480202459,0.6777817659727208,0.6987947228757335,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,1,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=1; data.max_windows_per_subject=20; data.seed=1; output_dir=logs/train/window_length_notch/runs/winlen1min_seed1; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen1min_seed1
winlen1min_seed1,test,subject,41,21,20,0.6341463414634146,0.6357142857142857,0.5714285714285714,0.7,0.6666666666666666,0.6153846153846154,0.2733883699577532,0.7428571428571429,0.7505629049109113,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,1,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=1; data.max_windows_per_subject=20; data.seed=1; output_dir=logs/train/window_length_notch/runs/winlen1min_seed1; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen1min_seed1
winlen1min_seed2,train,window,3147,1560,1587,0.877025738798856,0.8769703359022829,0.8705128205128205,0.8834278512917454,0.880103694102398,0.8752819851756365,0.7540545932992515,0.9487680351574492,0.9470415738302388,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,2,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=1; data.max_windows_per_subject=20; data.seed=2; output_dir=logs/train/window_length_notch/runs/winlen1min_seed2; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen1min_seed2
winlen1min_seed2,train,subject,158,78,80,0.981012658227848,0.98125,1.0,0.9625,0.9629629629629628,0.981132075471698,0.962731453652498,0.9982371794871796,0.9982027845607466,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,2,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=1; data.max_windows_per_subject=20; data.seed=2; output_dir=logs/train/window_length_notch/runs/winlen1min_seed2; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen1min_seed2
winlen1min_seed2,test,window,818,420,398,0.7078239608801956,0.7075137592725532,0.719047619047619,0.6959798994974874,0.7139479905437353,0.7164887307236062,0.4151206554863263,0.7956329265374491,0.790234268167149,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,2,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=1; data.max_windows_per_subject=20; data.seed=2; output_dir=logs/train/window_length_notch/runs/winlen1min_seed2; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen1min_seed2
winlen1min_seed2,test,subject,41,21,20,0.8048780487804879,0.805952380952381,0.7619047619047619,0.85,0.8421052631578947,0.8,0.6133669020106273,0.8642857142857142,0.877549177276717,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,2,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=1; data.max_windows_per_subject=20; data.seed=2; output_dir=logs/train/window_length_notch/runs/winlen1min_seed2; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen1min_seed2
winlen1min_seed3,train,window,3148,1560,1588,0.9555273189326556,0.9554785894206548,0.95,0.9609571788413098,0.9598445595854922,0.9548969072164948,0.9110866455495517,0.990217900277724,0.9910221200295474,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,3,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=1; data.max_windows_per_subject=20; data.seed=3; output_dir=logs/train/window_length_notch/runs/winlen1min_seed3; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen1min_seed3
winlen1min_seed3,train,subject,158,78,80,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,3,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=1; data.max_windows_per_subject=20; data.seed=3; output_dir=logs/train/window_length_notch/runs/winlen1min_seed3; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen1min_seed3
winlen1min_seed3,test,window,817,420,397,0.6254589963280294,0.6249550197912919,0.6428571428571429,0.6070528967254408,0.6338028169014085,0.6382978723404256,0.250040537392885,0.6958498260765263,0.7162931993699385,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,3,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=1; data.max_windows_per_subject=20; data.seed=3; output_dir=logs/train/window_length_notch/runs/winlen1min_seed3; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen1min_seed3
winlen1min_seed3,test,subject,41,21,20,0.6829268292682927,0.6821428571428572,0.7142857142857143,0.65,0.6818181818181818,0.6976744186046512,0.3651561712358987,0.7928571428571428,0.8088048474045242,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,3,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=1; data.max_windows_per_subject=20; data.seed=3; output_dir=logs/train/window_length_notch/runs/winlen1min_seed3; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen1min_seed3
winlen1min_seed4,train,window,3153,1560,1593,0.8877259752616555,0.8875344053310155,0.8692307692307693,0.9058380414312618,0.900398406374502,0.8845401174168297,0.7758024780372788,0.95673861606065,0.9579491391916436,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,4,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=1; data.max_windows_per_subject=20; data.seed=4; output_dir=logs/train/window_length_notch/runs/winlen1min_seed4; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen1min_seed4
winlen1min_seed4,train,subject,158,78,80,0.981012658227848,0.9810897435897435,0.9871794871794872,0.975,0.9746835443037974,0.9808917197452228,0.9621023987294832,0.9980769230769232,0.998064878603118,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,4,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=1; data.max_windows_per_subject=20; data.seed=4; output_dir=logs/train/window_length_notch/runs/winlen1min_seed4; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen1min_seed4
winlen1min_seed4,test,window,812,420,392,0.6059113300492611,0.6063775510204081,0.5928571428571429,0.6198979591836735,0.6256281407035176,0.60880195599022,0.2126698651673482,0.6579992711370263,0.6691422774116499,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,4,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=1; data.max_windows_per_subject=20; data.seed=4; output_dir=logs/train/window_length_notch/runs/winlen1min_seed4; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen1min_seed4
winlen1min_seed4,test,subject,41,21,20,0.6341463414634146,0.6345238095238095,0.6190476190476191,0.65,0.65,0.6341463414634146,0.269047619047619,0.7,0.7400811365585032,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,4,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=1; data.max_windows_per_subject=20; data.seed=4; output_dir=logs/train/window_length_notch/runs/winlen1min_seed4; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen1min_seed4
winlen2min_seed0,train,window,2503,1374,1129,0.888134238913304,0.8891052740828985,0.8791848617176128,0.8990256864481843,0.913767019667171,0.8961424332344213,0.7757053272873692,0.9557832864677812,0.9648617596940066,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,0,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=2; data.max_windows_per_subject=20; data.seed=0; output_dir=logs/train/window_length_notch/runs/winlen2min_seed0; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen2min_seed0
winlen2min_seed0,train,subject,158,78,80,0.9493670886075948,0.9495192307692308,0.9615384615384616,0.9375,0.9375,0.9493670886075948,0.8990384615384616,0.992147435897436,0.9919674988718424,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,0,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=2; data.max_windows_per_subject=20; data.seed=0; output_dir=logs/train/window_length_notch/runs/winlen2min_seed0; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen2min_seed0
winlen2min_seed0,test,window,682,392,290,0.6774193548387096,0.6682441942294159,0.7295918367346939,0.6068965517241379,0.715,0.7222222222222222,0.3377983818301761,0.7228888106966924,0.7734845352245714,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,0,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=2; data.max_windows_per_subject=20; data.seed=0; output_dir=logs/train/window_length_notch/runs/winlen2min_seed0; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen2min_seed0
winlen2min_seed0,test,subject,41,21,20,0.6829268292682927,0.680952380952381,0.7619047619047619,0.6,0.6666666666666666,0.7111111111111111,0.367188322579884,0.8047619047619048,0.8285235816273455,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,0,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=2; data.max_windows_per_subject=20; data.seed=0; output_dir=logs/train/window_length_notch/runs/winlen2min_seed0; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen2min_seed0
winlen2min_seed1,train,window,2504,1394,1110,0.8857827476038339,0.8859462044540954,0.8845050215208035,0.8873873873873874,0.9079528718703976,0.8960755813953488,0.7696751276923018,0.954885804024972,0.9649250144804234,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,1,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=2; data.max_windows_per_subject=20; data.seed=1; output_dir=logs/train/window_length_notch/runs/winlen2min_seed1; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen2min_seed1
winlen2min_seed1,train,subject,158,78,80,0.9556962025316456,0.9559294871794872,0.9743589743589745,0.9375,0.9382716049382716,0.9559748427672956,0.912078250296822,0.9951923076923076,0.9950955984821492,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,1,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=2; data.max_windows_per_subject=20; data.seed=1; output_dir=logs/train/window_length_notch/runs/winlen2min_seed1; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen2min_seed1
winlen2min_seed1,test,window,681,372,309,0.6505139500734214,0.6529778682534711,0.6263440860215054,0.6796116504854369,0.7018072289156626,0.6619318181818182,0.3047386608339717,0.7308348122629362,0.7529322399859854,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,1,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=2; data.max_windows_per_subject=20; data.seed=1; output_dir=logs/train/window_length_notch/runs/winlen2min_seed1; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen2min_seed1
winlen2min_seed1,test,subject,41,21,20,0.7073170731707317,0.7095238095238096,0.6190476190476191,0.8,0.7647058823529411,0.6842105263157895,0.4251654261451288,0.7928571428571429,0.8273059569757237,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,1,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=2; data.max_windows_per_subject=20; data.seed=1; output_dir=logs/train/window_length_notch/runs/winlen2min_seed1; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen2min_seed1
winlen2min_seed2,train,window,2502,1392,1110,0.8844924060751399,0.8856069431500466,0.8757183908045977,0.8954954954954955,0.9131086142322098,0.894022735606894,0.7680330109783596,0.953903903903904,0.9648919249838812,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,2,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=2; data.max_windows_per_subject=20; data.seed=2; output_dir=logs/train/window_length_notch/runs/winlen2min_seed2; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen2min_seed2
winlen2min_seed2,train,subject,158,78,80,0.9683544303797468,0.9682692307692308,0.9615384615384616,0.975,0.974025974025974,0.967741935483871,0.9367636721853476,0.9971153846153846,0.9972482803679382,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,2,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=2; data.max_windows_per_subject=20; data.seed=2; output_dir=logs/train/window_length_notch/runs/winlen2min_seed2; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen2min_seed2
winlen2min_seed2,test,window,683,374,309,0.718887262079063,0.7236297873076857,0.6737967914438503,0.7734627831715211,0.782608695652174,0.7241379310344828,0.4459571696016419,0.8220324316840593,0.8382916520661832,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,2,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=2; data.max_windows_per_subject=20; data.seed=2; output_dir=logs/train/window_length_notch/runs/winlen2min_seed2; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen2min_seed2
