run,split,level,n,n_pos,n_neg,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,mcc,roc_auc,average_precision,signal_mode,ica_keep_labels,brain_ic_min_gof,brain_ic_use_dipoles,model,seed,overrides,path
winlen2min_seed2,test,subject,41,21,20,0.7073170731707317,0.7095238095238096,0.6190476190476191,0.8,0.7647058823529411,0.6842105263157895,0.4251654261451288,0.8714285714285714,0.879488802423726,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,2,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=2; data.max_windows_per_subject=20; data.seed=2; output_dir=logs/train/window_length_notch/runs/winlen2min_seed2; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen2min_seed2
winlen2min_seed3,train,window,2521,1405,1116,0.878222927409758,0.8787669485580173,0.8740213523131672,0.8835125448028673,0.9042709867452136,0.8888888888888888,0.7548012103921125,0.9524324289850636,0.9610945596200602,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,3,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=2; data.max_windows_per_subject=20; data.seed=3; output_dir=logs/train/window_length_notch/runs/winlen2min_seed3; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen2min_seed3
winlen2min_seed3,train,subject,158,78,80,0.9556962025316456,0.9559294871794872,0.9743589743589745,0.9375,0.9382716049382716,0.9559748427672956,0.912078250296822,0.9958333333333332,0.9957358569419916,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,3,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=2; data.max_windows_per_subject=20; data.seed=3; output_dir=logs/train/window_length_notch/runs/winlen2min_seed3; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen2min_seed3
winlen2min_seed3,test,window,664,361,303,0.7003012048192772,0.6952131501238767,0.7534626038781164,0.636963696369637,0.7120418848167539,0.7321668909825033,0.3934211874822073,0.7834398398288582,0.7892546878104102,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,3,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=2; data.max_windows_per_subject=20; data.seed=3; output_dir=logs/train/window_length_notch/runs/winlen2min_seed3; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen2min_seed3
winlen2min_seed3,test,subject,41,21,20,0.7073170731707317,0.7071428571428571,0.7142857142857143,0.7,0.7142857142857143,0.7142857142857143,0.4142857142857143,0.8357142857142857,0.8556257347504206,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,3,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=2; data.max_windows_per_subject=20; data.seed=3; output_dir=logs/train/window_length_notch/runs/winlen2min_seed3; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen2min_seed3
winlen2min_seed4,train,window,2536,1374,1162,0.8943217665615142,0.8951714531237864,0.8850072780203785,0.9053356282271944,0.9170437405731524,0.9007407407407408,0.7884016832171545,0.95937649537639,0.9659705824934386,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,4,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=2; data.max_windows_per_subject=20; data.seed=4; output_dir=logs/train/window_length_notch/runs/winlen2min_seed4; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen2min_seed4
winlen2min_seed4,train,subject,158,78,80,0.9556962025316456,0.9559294871794872,0.9743589743589745,0.9375,0.9382716049382716,0.9559748427672956,0.912078250296822,0.9961538461538462,0.996329830303679,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,4,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=2; data.max_windows_per_subject=20; data.seed=4; output_dir=logs/train/window_length_notch/runs/winlen2min_seed4; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen2min_seed4
winlen2min_seed4,test,window,649,392,257,0.6394453004622496,0.6211288017152385,0.7091836734693877,0.5330739299610895,0.6984924623115578,0.7037974683544304,0.2432812367787829,0.6713551179226555,0.7557695439805301,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,4,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=2; data.max_windows_per_subject=20; data.seed=4; output_dir=logs/train/window_length_notch/runs/winlen2min_seed4; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen2min_seed4
winlen2min_seed4,test,subject,41,21,20,0.7073170731707317,0.7035714285714285,0.8571428571428571,0.55,0.6666666666666666,0.75,0.4291662538799943,0.7547619047619047,0.7770897653316173,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,4,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=2; data.max_windows_per_subject=20; data.seed=4; output_dir=logs/train/window_length_notch/runs/winlen2min_seed4; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen2min_seed4
winlen5min_seed0,train,window,1691,1072,619,0.8781785925487877,0.8848030646444675,0.8600746268656716,0.9095315024232632,0.9427402862985684,0.8995121951219512,0.7507529419264196,0.951412666071902,0.9731158975299008,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,0,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=5; data.max_windows_per_subject=20; data.seed=0; output_dir=logs/train/window_length_notch/runs/winlen5min_seed0; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen5min_seed0
winlen5min_seed0,train,subject,158,78,80,0.8987341772151899,0.8987179487179487,0.8974358974358975,0.9,0.8974358974358975,0.8974358974358975,0.7974358974358975,0.9735576923076924,0.9763695590489432,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,0,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=5; data.max_windows_per_subject=20; data.seed=0; output_dir=logs/train/window_length_notch/runs/winlen5min_seed0; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen5min_seed0
winlen5min_seed0,test,window,375,250,125,0.688,0.6839999999999999,0.696,0.672,0.8093023255813954,0.7483870967741936,0.3507467117649907,0.7794239999999999,0.8719233128843153,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,0,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=5; data.max_windows_per_subject=20; data.seed=0; output_dir=logs/train/window_length_notch/runs/winlen5min_seed0; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen5min_seed0
winlen5min_seed0,test,subject,41,21,20,0.6341463414634146,0.6345238095238095,0.6190476190476191,0.65,0.65,0.6341463414634146,0.269047619047619,0.7714285714285714,0.7865651826856996,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,0,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=5; data.max_windows_per_subject=20; data.seed=0; output_dir=logs/train/window_length_notch/runs/winlen5min_seed0; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen5min_seed0
winlen5min_seed1,train,window,1653,1034,619,0.9951603145795525,0.9961315280464216,0.9922630560928434,1.0,1.0,0.996116504854369,0.989748757224068,0.9999421916549748,0.9999659724838856,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,1,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=5; data.max_windows_per_subject=20; data.seed=1; output_dir=logs/train/window_length_notch/runs/winlen5min_seed1; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen5min_seed1
winlen5min_seed1,train,subject,158,78,80,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,1,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=5; data.max_windows_per_subject=20; data.seed=1; output_dir=logs/train/window_length_notch/runs/winlen5min_seed1; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen5min_seed1
winlen5min_seed1,test,window,413,288,125,0.6755447941888619,0.627,0.75,0.504,0.7769784172661871,0.7632508833922261,0.248768670292191,0.715,0.8567776970552263,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,1,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=5; data.max_windows_per_subject=20; data.seed=1; output_dir=logs/train/window_length_notch/runs/winlen5min_seed1; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen5min_seed1
winlen5min_seed1,test,subject,41,21,20,0.6829268292682927,0.6797619047619048,0.8095238095238095,0.55,0.6538461538461539,0.723404255319149,0.3730954893860876,0.7428571428571429,0.7846445033049412,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,1,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=5; data.max_windows_per_subject=20; data.seed=1; output_dir=logs/train/window_length_notch/runs/winlen5min_seed1; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen5min_seed1
winlen5min_seed2,train,window,1610,1052,558,0.8714285714285714,0.8776319555173964,0.8574144486692015,0.8978494623655914,0.940563086548488,0.8970661362506216,0.7323588005116226,0.9562703571963967,0.9771965888371924,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,2,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=5; data.max_windows_per_subject=20; data.seed=2; output_dir=logs/train/window_length_notch/runs/winlen5min_seed2; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen5min_seed2
winlen5min_seed2,train,subject,158,78,80,0.9113924050632912,0.9112179487179488,0.8974358974358975,0.925,0.9210526315789472,0.9090909090909092,0.8229636074019283,0.9823717948717948,0.9824957702355736,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,2,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=5; data.max_windows_per_subject=20; data.seed=2; output_dir=logs/train/window_length_notch/runs/winlen5min_seed2; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen5min_seed2
winlen5min_seed2,test,window,456,270,186,0.7171052631578947,0.7008960573476702,0.7888888888888889,0.6129032258064516,0.7473684210526316,0.7675675675675676,0.4078676665939673,0.7874551971326165,0.8257309127627367,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,2,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=5; data.max_windows_per_subject=20; data.seed=2; output_dir=logs/train/window_length_notch/runs/winlen5min_seed2; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen5min_seed2
winlen5min_seed2,test,subject,41,21,20,0.7073170731707317,0.7071428571428571,0.7142857142857143,0.7,0.7142857142857143,0.7142857142857143,0.4142857142857143,0.7880952380952381,0.8369382516971318,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,2,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=5; data.max_windows_per_subject=20; data.seed=2; output_dir=logs/train/window_length_notch/runs/winlen5min_seed2; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen5min_seed2
winlen5min_seed3,train,window,1655,1049,606,0.8827794561933535,0.8841856301931432,0.8789323164918971,0.8894389438943895,0.9322548028311426,0.9048086359175662,0.7548486944431954,0.9566930000912388,0.9747232527685322,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,3,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=5; data.max_windows_per_subject=20; data.seed=3; output_dir=logs/train/window_length_notch/runs/winlen5min_seed3; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen5min_seed3
winlen5min_seed3,train,subject,158,78,80,0.879746835443038,0.8801282051282051,0.9102564102564102,0.85,0.8554216867469879,0.8819875776397516,0.7611718307087326,0.96875,0.9695518497054414,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,3,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=5; data.max_windows_per_subject=20; data.seed=3; output_dir=logs/train/window_length_notch/runs/winlen5min_seed3; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen5min_seed3
winlen5min_seed3,test,window,411,273,138,0.6690997566909975,0.664914795349578,0.6776556776556777,0.6521739130434783,0.7939914163090128,0.7312252964426877,0.3143565551072759,0.722912353347136,0.857694555268787,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,3,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=5; data.max_windows_per_subject=20; data.seed=3; output_dir=logs/train/window_length_notch/runs/winlen5min_seed3; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen5min_seed3
winlen5min_seed3,test,subject,41,21,20,0.6829268292682927,0.6845238095238095,0.6190476190476191,0.75,0.7222222222222222,0.6666666666666666,0.3717122573986995,0.7976190476190476,0.8264063022129948,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,3,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=5; data.max_windows_per_subject=20; data.seed=3; output_dir=logs/train/window_length_notch/runs/winlen5min_seed3; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen5min_seed3
winlen5min_seed4,train,window,1651,1058,593,0.959418534221684,0.9620366149500952,0.9527410207939508,0.9713322091062394,0.9834146341463414,0.9678348535765724,0.9137501689960198,0.9947130511289556,0.9972300269435376,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,4,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=5; data.max_windows_per_subject=20; data.seed=4; output_dir=logs/train/window_length_notch/runs/winlen5min_seed4; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen5min_seed4
winlen5min_seed4,train,subject,158,78,80,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,4,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=5; data.max_windows_per_subject=20; data.seed=4; output_dir=logs/train/window_length_notch/runs/winlen5min_seed4; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen5min_seed4
winlen5min_seed4,test,window,415,264,151,0.6963855421686747,0.6763245033112583,0.75,0.6026490066225165,0.7674418604651163,0.7586206896551724,0.3498431886304206,0.7773931366646598,0.8669610052203713,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,4,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=5; data.max_windows_per_subject=20; data.seed=4; output_dir=logs/train/window_length_notch/runs/winlen5min_seed4; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen5min_seed4
winlen5min_seed4,test,subject,41,21,20,0.6585365853658537,0.655952380952381,0.7619047619047619,0.55,0.64,0.6956521739130435,0.3196072738906446,0.7857142857142858,0.8309952056764576,raw,"['brain', 'other']",0.0,True,LogisticRegressionCV,4,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=raw; data.window_len_min=5; data.max_windows_per_subject=20; data.seed=4; output_dir=logs/train/window_length_notch/runs/winlen5min_seed4; data.notch_freqs=[60,120]",logs/train/window_length_notch/runs/winlen5min_seed4
