run,split,level,n,n_pos,n_neg,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,mcc,roc_auc,average_precision,signal_mode,ica_keep_labels,brain_ic_min_gof,brain_ic_use_dipoles,model,seed,overrides,path
bipolar_filt_cap40_seed1,train,window,3636,2279,1357,0.9075907590759076,0.911227855628414,0.8968845985081176,0.9255711127487104,0.9529137529137528,0.9240506329113924,0.8087646064441931,0.9707783378597252,0.983511882412042,bipolar,"['brain', 'other']",0.0,True,LogisticRegressionCV,1,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=bipolar; data.filter_freq=[1,100]; data.notch_freqs=[60]; data.window_len_min=2; data.max_windows_per_subject=40; data.seed=1; output_dir=logs/train/bipolar_filtered/runs/bipolar_filt_cap40_seed1",logs/train/bipolar_filtered/runs/bipolar_filt_cap40_seed1
bipolar_filt_cap40_seed1,train,subject,158,78,80,0.9620253164556962,0.9620192307692308,0.9615384615384616,0.9625,0.9615384615384616,0.9615384615384616,0.9240384615384616,0.9897435897435898,0.9917724443010498,bipolar,"['brain', 'other']",0.0,True,LogisticRegressionCV,1,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=bipolar; data.filter_freq=[1,100]; data.notch_freqs=[60]; data.window_len_min=2; data.max_windows_per_subject=40; data.seed=1; output_dir=logs/train/bipolar_filtered/runs/bipolar_filt_cap40_seed1",logs/train/bipolar_filtered/runs/bipolar_filt_cap40_seed1
bipolar_filt_cap40_seed1,test,window,1103,661,442,0.5639165911151405,0.5424593205139614,0.6505295007564297,0.4343891402714932,0.6323529411764706,0.6413124533929903,0.0855835426665302,0.5359937295062329,0.632242599281951,bipolar,"['brain', 'other']",0.0,True,LogisticRegressionCV,1,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=bipolar; data.filter_freq=[1,100]; data.notch_freqs=[60]; data.window_len_min=2; data.max_windows_per_subject=40; data.seed=1; output_dir=logs/train/bipolar_filtered/runs/bipolar_filt_cap40_seed1",logs/train/bipolar_filtered/runs/bipolar_filt_cap40_seed1
bipolar_filt_cap40_seed1,test,subject,41,21,20,0.5853658536585366,0.5821428571428572,0.7142857142857143,0.45,0.5769230769230769,0.6382978723404256,0.1704873428320532,0.65,0.6675855238809214,bipolar,"['brain', 'other']",0.0,True,LogisticRegressionCV,1,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=bipolar; data.filter_freq=[1,100]; data.notch_freqs=[60]; data.window_len_min=2; data.max_windows_per_subject=40; data.seed=1; output_dir=logs/train/bipolar_filtered/runs/bipolar_filt_cap40_seed1",logs/train/bipolar_filtered/runs/bipolar_filt_cap40_seed1
bipolar_filt_cap40_seed2,train,window,3709,2332,1377,0.8999730385548665,0.9027592486711984,0.8919382504288165,0.9135802469135802,0.9458844929513416,0.9181196203928492,0.7921468007120934,0.9650291919067354,0.979735328312492,bipolar,"['brain', 'other']",0.0,True,LogisticRegressionCV,2,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=bipolar; data.filter_freq=[1,100]; data.notch_freqs=[60]; data.window_len_min=2; data.max_windows_per_subject=40; data.seed=2; output_dir=logs/train/bipolar_filtered/runs/bipolar_filt_cap40_seed2",logs/train/bipolar_filtered/runs/bipolar_filt_cap40_seed2
bipolar_filt_cap40_seed2,train,subject,158,78,80,0.9493670886075948,0.9493589743589744,0.9487179487179488,0.95,0.9487179487179488,0.9487179487179488,0.8987179487179487,0.988301282051282,0.9898700843747912,bipolar,"['brain', 'other']",0.0,True,LogisticRegressionCV,2,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=bipolar; data.filter_freq=[1,100]; data.notch_freqs=[60]; data.window_len_min=2; data.max_windows_per_subject=40; data.seed=2; output_dir=logs/train/bipolar_filtered/runs/bipolar_filt_cap40_seed2",logs/train/bipolar_filtered/runs/bipolar_filt_cap40_seed2
bipolar_filt_cap40_seed2,test,window,1030,608,422,0.6271844660194175,0.629840670990272,0.6151315789473685,0.6445497630331753,0.7137404580152672,0.6607773851590106,0.2554511487604628,0.7087451671239711,0.7745401660362836,bipolar,"['brain', 'other']",0.0,True,LogisticRegressionCV,2,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=bipolar; data.filter_freq=[1,100]; data.notch_freqs=[60]; data.window_len_min=2; data.max_windows_per_subject=40; data.seed=2; output_dir=logs/train/bipolar_filtered/runs/bipolar_filt_cap40_seed2",logs/train/bipolar_filtered/runs/bipolar_filt_cap40_seed2
bipolar_filt_cap40_seed2,test,subject,41,21,20,0.6585365853658537,0.6595238095238095,0.6190476190476191,0.7,0.6842105263157895,0.65,0.3198099800366694,0.6976190476190476,0.7498408315792484,bipolar,"['brain', 'other']",0.0,True,LogisticRegressionCV,2,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=bipolar; data.filter_freq=[1,100]; data.notch_freqs=[60]; data.window_len_min=2; data.max_windows_per_subject=40; data.seed=2; output_dir=logs/train/bipolar_filtered/runs/bipolar_filt_cap40_seed2",logs/train/bipolar_filtered/runs/bipolar_filt_cap40_seed2
bipolar_filt_cap40_seed3,train,window,3675,2314,1361,0.8938775510204081,0.8971203300740406,0.8846153846153846,0.9096252755326966,0.9433179723502304,0.9130240856378232,0.7799463670203061,0.9633035854337112,0.9779657788770836,bipolar,"['brain', 'other']",0.0,True,LogisticRegressionCV,3,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=bipolar; data.filter_freq=[1,100]; data.notch_freqs=[60]; data.window_len_min=2; data.max_windows_per_subject=40; data.seed=3; output_dir=logs/train/bipolar_filtered/runs/bipolar_filt_cap40_seed3",logs/train/bipolar_filtered/runs/bipolar_filt_cap40_seed3
bipolar_filt_cap40_seed3,train,subject,158,78,80,0.9430379746835444,0.942948717948718,0.935897435897436,0.95,0.948051948051948,0.9419354838709676,0.8861104688296717,0.9881410256410256,0.9885558418066795,bipolar,"['brain', 'other']",0.0,True,LogisticRegressionCV,3,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=bipolar; data.filter_freq=[1,100]; data.notch_freqs=[60]; data.window_len_min=2; data.max_windows_per_subject=40; data.seed=3; output_dir=logs/train/bipolar_filtered/runs/bipolar_filt_cap40_seed3",logs/train/bipolar_filtered/runs/bipolar_filt_cap40_seed3
bipolar_filt_cap40_seed3,test,window,1064,626,438,0.6983082706766918,0.677443943571564,0.7955271565495208,0.5593607305936074,0.7206946454413893,0.7562642369020501,0.3660344474779796,0.767830831400353,0.8090813904521059,bipolar,"['brain', 'other']",0.0,True,LogisticRegressionCV,3,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=bipolar; data.filter_freq=[1,100]; data.notch_freqs=[60]; data.window_len_min=2; data.max_windows_per_subject=40; data.seed=3; output_dir=logs/train/bipolar_filtered/runs/bipolar_filt_cap40_seed3",logs/train/bipolar_filtered/runs/bipolar_filt_cap40_seed3
bipolar_filt_cap40_seed3,test,subject,41,21,20,0.7073170731707317,0.7047619047619047,0.8095238095238095,0.6,0.68,0.7391304347826086,0.4196370313678692,0.8166666666666667,0.8620586809285737,bipolar,"['brain', 'other']",0.0,True,LogisticRegressionCV,3,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=bipolar; data.filter_freq=[1,100]; data.notch_freqs=[60]; data.window_len_min=2; data.max_windows_per_subject=40; data.seed=3; output_dir=logs/train/bipolar_filtered/runs/bipolar_filt_cap40_seed3",logs/train/bipolar_filtered/runs/bipolar_filt_cap40_seed3
bipolar_filt_cap40_seed4,train,window,3808,2296,1512,0.9719012605042016,0.973988579171506,0.963850174216028,0.984126984126984,0.9892713455520786,0.9763953231855284,0.942190293826426,0.9965715622292278,0.9978721068056948,bipolar,"['brain', 'other']",0.0,True,LogisticRegressionCV,4,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=bipolar; data.filter_freq=[1,100]; data.notch_freqs=[60]; data.window_len_min=2; data.max_windows_per_subject=40; data.seed=4; output_dir=logs/train/bipolar_filtered/runs/bipolar_filt_cap40_seed4",logs/train/bipolar_filtered/runs/bipolar_filt_cap40_seed4
bipolar_filt_cap40_seed4,train,subject,158,78,80,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,bipolar,"['brain', 'other']",0.0,True,LogisticRegressionCV,4,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=bipolar; data.filter_freq=[1,100]; data.notch_freqs=[60]; data.window_len_min=2; data.max_windows_per_subject=40; data.seed=4; output_dir=logs/train/bipolar_filtered/runs/bipolar_filt_cap40_seed4",logs/train/bipolar_filtered/runs/bipolar_filt_cap40_seed4
bipolar_filt_cap40_seed4,test,window,931,644,287,0.6079484425349087,0.584305408271474,0.6459627329192547,0.5226480836236934,0.7522603978300181,0.6950710108604845,0.1585480292271202,0.6423485619062046,0.7865834824956094,bipolar,"['brain', 'other']",0.0,True,LogisticRegressionCV,4,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=bipolar; data.filter_freq=[1,100]; data.notch_freqs=[60]; data.window_len_min=2; data.max_windows_per_subject=40; data.seed=4; output_dir=logs/train/bipolar_filtered/runs/bipolar_filt_cap40_seed4",logs/train/bipolar_filtered/runs/bipolar_filt_cap40_seed4
bipolar_filt_cap40_seed4,test,subject,41,21,20,0.6585365853658537,0.655952380952381,0.7619047619047619,0.55,0.64,0.6956521739130435,0.3196072738906446,0.6928571428571428,0.7048087985160403,bipolar,"['brain', 'other']",0.0,True,LogisticRegressionCV,4,"data.lazy_loading=true; model.class_weight=balanced; data.signal_mode=bipolar; data.filter_freq=[1,100]; data.notch_freqs=[60]; data.window_len_min=2; data.max_windows_per_subject=40; data.seed=4; output_dir=logs/train/bipolar_filtered/runs/bipolar_filt_cap40_seed4",logs/train/bipolar_filtered/runs/bipolar_filt_cap40_seed4
